Platform,Model Name,price,color,Model Code,Frame,Fork,Headset,Rear Derailleur,Front Derailleur,Shifters,Chain,Crank,Rear Cogs,Bottom Bracket,Brakes,Brake Levers,Front Hub,Rear Hub,Rims,Spokes,Tire Size,Wheel Size,Tires,Front Tire,Rear Tire,Handlebar,Stem,Grips,Saddle,Seatpost,Wheel Sensor,Extra 1,image_url,Hubs,Ingestion Hazard,Rear Shock,Drive Unit,Battery,Charger,Display,Certifications,Brake Type
Treadwell,Treadwell 2 Remixte,$800 - $950,Jade,C37200U,"SmartForm C3 Alloy, Low-step Ride-Easy geometry, Straightshot hidden cable routing, Urban Armor frame bumpers, flat mount disc, rack/fender mounts                                                                                            

Step-thru Ride-Easy geometry
Straightshot hidden cable routing
Urban Armor frame bumpers
Flat mount disc
Rack/fender mounts","SmartForm C3 Alloy blades, 1-1/8"" steerer, OutFront offset, flat mount disc, mid-blade rack/fender mounts",Semi-Integrated,microSHIFT Advent,,"microSHIFT Advent, 9-speed","KMC X9, 9-speed","Prowheel, 38T","microSHIFT, 11-42, 9-speed","Cartridge, square taper","Tektro HD-R280 hydraulic disc, 160/140mm rotors",Tektro hydraulic disc,"Sealed Alloy Disc, 5mm Hex Security QR","Sealed Alloy Disc, 5mm Hex Security QR","Cannondale, double wall, 32h","Stainless Steel, 14g",47,27.5,"Maxxis DTR-1, 650bx47c","Maxxis DTR-1, 650bx47c","Maxxis DTR-1, 650bx47c","Cannondale Cruise Control riser, 6061 Alloy, 31.8mm, 15° back, 740mm","Cannondale 3 with Intellimount, Alloy, 31.8mm clamp",Cannondale Comfort,"Cannondale Treadwell, 170mm, steel rails","6061 Alloy, 31.6x350mm",Cannondale Wheel Sensor,,/-/media/images/my20/bikes/active/fitness/treadwell/c20_treadwell_tx_8634_graded.ashx,,WARNING - INGESTION HAZARD: This product contains a button cell or coin battery. DEATH or serious injury can occur if ingested. A swallowed button cell or coin battery can cause Internal Chemical Burns in as little as 2 hours. KEEP new and used batteries OUT OF REACH OF CHILDREN. Seek immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,,,,,,,Disc
Treadwell,Treadwell 2,$800 - $950,Destiny Pink,C37200M,"SmartForm C3 Alloy, Ride-Easy low-standover geometry, Straightshot hidden cable routing, Urban Armor frame bumpers, flat mount disc, rack/fender mounts                                                                                            

Ride-Easy low-standover geometry
Straightshot hidden cable routing
Urban Armor frame bumpers
Flat mount disc
Rack/fender mounts","SmartForm C3 Alloy blades, 1-1/8"" steerer, OutFront offset, flat mount disc, mid-blade rack/fender mounts",Semi-Integrated,microSHIFT Advent,,"microSHIFT Advent, 9-speed","KMC X9, 9-speed","Prowheel, 38T","microSHIFT, 11-42, 9-speed","Cartridge, square taper","Tektro HD-R280 hydraulic disc, 160/160mm rotors",Tektro hydraulic disc,"Sealed Alloy Disc, 5mm Hex Security QR","Sealed Alloy Disc, 5mm Hex Security QR","Cannondale, double wall, 32h","Stainless Steel, 14g",47,27.5,"Maxxis DTR-1, 650bx47c","Maxxis DTR-1, 650bx47c","Maxxis DTR-1, 650bx47c","Cannondale Cruise Control riser, 6061 Alloy, 31.8mm, 15° back, 740mm","Cannondale 3 with Intellimount, Alloy, 31.8mm clamp",Cannondale Comfort,"Cannondale Treadwell, 170mm, steel rails","6061 Alloy, 31.6x350mm",Cannondale Wheel Sensor,,/-/media/images/my20/bikes/active/fitness/treadwell/c20_treadwell_tx_8634_graded.ashx,,WARNING - INGESTION HAZARD: This product contains a button cell or coin battery. DEATH or serious injury can occur if ingested. A swallowed button cell or coin battery can cause Internal Chemical Burns in as little as 2 hours. KEEP new and used batteries OUT OF REACH OF CHILDREN. Seek immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,,,,,,,Disc
Quick CX,Quick CX 2,$945 - $945.01,Saber,C31251M,"SmartForm C3 Alloy, SAVE, tapered head tube, Straightshot hidden cable routing, flat mount disc, rack/fender mounts, 360° reflectivity","Suntour NEX-E25, 63mm, tapered alloy steerer, coil, remote lockout, custom crown","Semi-Integrated, Tapered","Shimano Alivio, Shadow SGS","Shimano Acera, 31.8mm clamp","Shimano ST-EF505, 9-speed","KMC Z9, 9-speed","Shimano MT210, 46/30","Shimano HG200, 11-34, 9-speed","Cartridge, square taper","(F) Tektro HD-T275 hydraulic disc, 160mm rotor / (R) Tektro HD-R280 hydraulic disc, 160mm rotor",Tektro hydraulic disc,"Sealed Alloy Disc, QR","Sealed Alloy Disc, QR","DC 4.0, double wall w/eyelet, 32h","Stainless Steel, 14g",40,700c,"Vittoria Terreno Dry, 700x40c, reflective strip","Vittoria Terreno Dry, 700x40c, reflective strip","Vittoria Terreno Dry, 700x40c, reflective strip","Cannondale Riser, 6061 Alloy, 25mm rise, 8° sweep, 6° rise, 700mm","Cannondale 3 with Intellimount, Alloy, 31.8mm clamp",Fabric FunGuy,Cannondale Fitness Ergo Double Density,"6061 Alloy, 27.2x350mm",Cannondale Wheel Sensor,,https://embed.widencdn.net/img/dorelrl/9qzd1vuixd/800px@1x/C21_C31251M_Quick_CX_2_SBR_D8.jpg?color=fafafa&q=90,,WARNING - INGESTION HAZARD: This product contains a button cell or coin battery. DEATH or serious injury can occur if ingested. A swallowed button cell or coin battery can cause Internal Chemical Burns in as little as 2 hours. KEEP new and used batteries OUT OF REACH OF CHILDREN. Seek immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,,,,,,,Disc
Adventure,Adventure EQ,"$900$1,175",Candy Red,C32101U,"SmartForm C3 Alloy, SAVE, low-step thru, tapered head tube, Straightshot hidden cable routing, disc brakes, rack/fender mounts","Suntour NEX-E25, 50mm travel, coil, custom crown, 1 1/8"" steerer","Semi-Integrated, Tapered, 1.5""-1-1/8""",microSHIFT Acolyte,,"microSHIFT Acolyte, 8-speed","KMC X8, 8-speed","Prowheel, 38T","microSHIFT, 12-42, 8-speed","Cartridge, square taper","Tektro M275 hydraulic disc, 160/160mm rotors",Tektro hydraulic disc,,,"Cannondale Disc, double wall w/eyelet, 32h","Stainless steel, 14g",2,650b,"Goodyear Transit Tour, 27.5x2.0""","Goodyear Transit Tour, 27.5x2.0""","Goodyear Transit Tour, 27.5x2.0""","Cannondale Riser, 6061 Alloy, 60mm rise, 15° back, 685mm","90 degree rotatable, 31.8, 7°",Cannondale Dual-Density,Cannondale Ergo Comfort,"Suspension, 27.2x300mm",,"Alloy Fenders, Rear Rack, Spanninga Front and Rear Dynamo Lights, Kickstand (dropout mounted)",https://embed.widencdn.net/img/dorelrl/vavtcvh9zm/800px@1x/C21_C32101U_Adventure_EQ_CRD_D1R.jpg?color=eff2f4&q=90,"(F) Shimano Dynamo DH-3D37, QR / (R) Formula CL-1422, QR",,,,,,,,
Quick,Quick Women's 3,"$850$1,075",Turquoise,C31301F,"SmartForm C3 Alloy, SAVE, tapered head tube, Straightshot hidden cable routing, flat mount disc, rack/fender mounts, 360° reflectivity","Full carbon, 12x100mm thru-axle, 1-1/4"" to 1-1/8"" tapered steerer, flat mount disc, fender mounts, 360° reflectivity","FSA Sealed Bearing, integrated, 1-1/4""-1-1/8""",Shimano Altus,"Shimano Acera, 31.8mm clamp","Shimano Altus, 9-speed","KMC Z9, 9-speed","Prowheel, 48/32","Sunrace, 11-34, 9-speed","Cartridge, square taper","Tektro HD-R280 hydraulic disc, 160/140mm rotors",Tektro hydraulic disc,"Alloy, Sealed, 12x100mm","Alloy, Sealed QR","Cannondale Disc, double wall w/eyelet, 32h","Stainless Steel, 14g",35,700c,"Schwalbe Spicer, 700x35c, K-Guard, reflective strip","Schwalbe Spicer, 700x35c, K-Guard, reflective strip","Schwalbe Spicer, 700x35c, K-Guard, reflective strip","6061 Alloy Double-butted, 25mm rise, 8° sweep, 6° rise, 620mm","Cannondale 3 with Intellimount, Alloy, 31.8mm clamp","Cannondale Ergo Fitness Dual Density, Lock-On",Cannondale Fitness Ergo Double Density,"6061 Alloy, 27.2x350mm",Cannondale Wheel Sensor,,/-/media/images/my20/bikes/active/fitness/quick/pb_quick_mg_6363_itw.ashx,,WARNING - INGESTION HAZARD: This product contains a button cell or coin battery. DEATH or serious injury can occur if ingested. A swallowed button cell or coin battery can cause Internal Chemical Burns in as little as 2 hours. KEEP new and used batteries OUT OF REACH OF CHILDREN. Seek immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,,,,,,,Disc
Quick,Quick 3,"$850$1,075",Mercury,C31301M,"SmartForm C3 Alloy, SAVE, tapered head tube, Straightshot hidden cable routing, flat mount disc, rack/fender mounts, 360° reflectivity                                                                                            

SAVE
Tapered head tube
Straightshot hidden cable routing
Flat mount disc
Rack/fender mounts
360° reflectivity","Full carbon, 12x100mm thru-axle, 1-1/4"" to 1-1/8"" tapered steerer, flat mount disc, fender mounts, 360° reflectivity","FSA Sealed Bearing, integrated, 1-1/4""-1-1/8""",Shimano Altus,"Shimano Acera, 31.8mm clamp","Shimano Altus, 9-speed","KMC Z9, 9-speed","Prowheel, 48/32","Sunrace, 11-34, 9-speed","Cartridge, square taper","Tektro HD-R280 hydraulic disc, 160/140mm rotors",Tektro hydraulic disc,"Alloy, Sealed, 12x100mm","Alloy, Sealed QR","Cannondale Disc, double wall w/eyelet, 32h","Stainless Steel, 14g",35,700c,"Schwalbe Spicer, 700x35c, K-Guard, reflective strip","Schwalbe Spicer, 700x35c, K-Guard, reflective strip","Schwalbe Spicer, 700x35c, K-Guard, reflective strip","6061 Alloy Double-butted, 25mm rise, 8° sweep, 6° rise, 640mm","Cannondale 3 with Intellimount, Alloy, 31.8mm clamp","Cannondale Ergo Fitness Dual Density, Lock-On",Cannondale Fitness Ergo Double Density,"6061 Alloy, 27.2x350mm",Cannondale Wheel Sensor,,/-/media/images/my20/bikes/active/fitness/quick/pb_quick_mg_6363_itw.ashx,,WARNING - INGESTION HAZARD: This product contains a button cell or coin battery. DEATH or serious injury can occur if ingested. A swallowed button cell or coin battery can cause Internal Chemical Burns in as little as 2 hours. KEEP new and used batteries OUT OF REACH OF CHILDREN. Seek immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,,,,,,,Disc
Treadwell,Treadwell 3 Ltd,$850,Highlighter,C37301M,"SmartForm C3 Alloy, Ride-Easy low-standover geometry, Straightshot hidden cable routing, Urban Armor frame bumpers, flat mount disc, rack/fender mounts","Steel blades, 1-1/8"" steerer, OutFront offset, flat mount disc, mid-blade rack/fender mounts",Semi-Integrated,microSHIFT M21L,,"microSHIFT, 7-speed","KMC Z7, 7-speed","Prowheel, 38T","Sunrace, 11-34, 7-speed","Cartridge, square taper","Promax mechanical disc, 160/160mm rotors","Promax, XL-102",Sealed Alloy Disc QR,"Sealed Alloy Disc, QR","Cannondale, double wall, 32h","Stainless Steel, 14g",47,27.5,"Maxxis DTR-1, 650bx47c","Maxxis DTR-1, 650bx47c","Maxxis DTR-1, 650bx47c","Cannondale Cruise Control riser, 6061 alloy, 31.8mm, 15° back, 740mm","Cannondale 3 with Intellimount, alloy, 31.8mm clamp",Cannondale Comfort,"Cannondale Treadwell, 170mm, steel rails","6061 Alloy, 31.6x350mm",Cannondale Wheel Sensor,,/-/media/images/my20/bikes/active/fitness/treadwell/c20_treadwell_tx_8634_graded.ashx,,WARNING - INGESTION HAZARD: This product contains a button cell or coin battery. DEATH or serious injury can occur if ingested. A swallowed button cell or coin battery can cause Internal Chemical Burns in as little as 2 hours. KEEP new and used batteries OUT OF REACH OF CHILDREN. Seek immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,,,,,,,Disc
Adventure,Adventure 2,$810,Abyss Blue,C32301U,"SmartForm C3 Alloy, SAVE, low-step thru, tapered head tube, Straightshot hidden cable routing, disc brakes, rack/fender mounts","Suntour NEX-E25, 50mm travel, coil, custom crown, 1-1/8"" steerer","Semi-Integrated, Tapered, 1.5""-1-1/8""",microSHIFT M26S,,"microSHIFT MS25, 7-speed","KMC Z7, 7-speed","Prowheel, 38T","Sunrace, 11-34, 7-speed","Cartridge, square taper","Tektro Mechanical Disc, 160/160mm rotors",Tektro 4-finger,,,"Cannondale Disc, double wall w/eyelet, 32h","Stainless steel, 14g",2,650b,"Goodyear Transit Tour, 27.5x2.0""","Goodyear Transit Tour, 27.5x2.0""","Goodyear Transit Tour, 27.5x2.0""","Cannondale Riser, 6061 Alloy, 60mm rise, 15° back, 685mm","6061 Alloy, 31.8, 8°",Cannondale Dual-Density,Cannondale Ergo Comfort,"Alloy, 27.2x350mm",,,https://embed.widencdn.net/img/dorelrl/acap4npjw6/800px@1x/C21_C32301U_Adventure_2_ABB_D5.jpg?color=E2ECF2&q=90,"(F) Formula DC-1420, QR / (R) Formula DC-27A, QR",,,,,,,,
Kids Cujo 5 to 8,Kids Cujo Race 20+,$810,Acid Red,C56200U,"SmartForm C3 Alloy, smooth welding                                                                                            
Smooth welding","SmartForm C3 Alloy, 1-1/8"" steerer, IS disc mount","FSA, Alloy, 1-1/8"" Ahead, semi-integrated",SRAM GX,,"SRAM GX, 10-speed","KMC X10, 10-speed","Prowheel, Pro-V30, 110mm length, 30T","Sunrace, 11-42, 10-speed","Cartridge, square taper","Promax hydraulic disc, 160/160mm rotors","Promax hydraulic disc, short reach","Sealed Alloy Disc, QR","Sealed Alloy Disc, QR","Cannondale Disc, lightweight alloy, double wall, 20"", 29mm inner width, 28h","Stainless Steel, 14g",2.6,20,"Kenda Slant Six, 20x2.6""",,,"Lightweight Alloy Riser, 31.8, 635mm","6061 Alloy, 31.8, 7°",Cannondale Kid's Performance,Cannondale Ergo,"Lightweight alloy, 25.4mm",,,https://embed.widencdn.net/img/dorelrl/f4fqg2ytw1/800px@1x/C20_C56200U_Cujo_Race_ARD_D8.jpg?color=f3f3f3&q=90,,,,,,,,,Disc
Trail,Trail 7,$760,Green,C26701M,"SmartForm C3 Alloy, SAVE, 1-1/8"" headtube, post mount disc, StraightShot internal cable routing, dropper post compatible, BSA-73","SR Suntour XCT DS, 100mm, coil, 42mm offset (27.5"") 46mm offset (29"")","Semi-Integrated, 1-1/8""",microSHIFT M36L,"microSHIFT Dual Pull Compact, Band Clamp","microSHIFT, 8-speed","KMC Z8.1, 8-speed","Prowheel, 36/22","Sunrace, 11-34, 8-speed","Sealed cartridge bearing, square taper","Tektro M275 hydraulic disc, 160/160mm rotors",Tektro hydraulic disc,"Shimano QC300, QR","Shimano QC300, QR","WTB SX19, 32h","Stainless Steel, 14g",2.25,29,"WTB Ranger Comp, 29x2.25"" (27.5x2.25"" - XS, SM), DNA Compound","WTB Ranger Comp, 29x2.25"" (27.5x2.25"" - XS, SM), DNA Compound","WTB Ranger Comp, 29x2.25"" (27.5x2.25"" - XS, SM), DNA Compound","6061 Alloy Riser, 31.8mm, 25mm rise, 700mm","6061 Alloy, 31.8, 8°",Cannondale Dual-Density,Cannondale Stage 3,"Cannondale 3, 6061 Alloy, 31.6x350mm (XS - SM), 400mm (MD-XL)",,,https://embed.widencdn.net/img/dorelrl/j4fxm3lxfw/800px@1x/C21_C26701M_Trail_7_GRN_D8.jpg?color=def1c9&q=90,,,,,,,,,Disc
Quick,Quick Women's 4,$740$960,Cool Mint,C31400F,"SmartForm C3 Alloy, SAVE, tapered head tube, Straightshot hidden cable routing, flat mount disc, rack/fender mounts, 360° reflectivity                                                                                            

SAVE
Tapered head tube
Straightshot hidden cable routing
Flat mount disc
Rack/fender mounts
360° reflectivity","Steel blades, 1-1/8"" steerer, OutFront offset, flat mount disc, mid-blade mounts","FSA Sealed Bearing, integrated, 1-1/4""",microSHIFT Advent,,"microSHIFT Advent, 9-speed","KMC Z9, 9-speed","Prowheel, 38T","microSHIFT, 11-42, 9-speed","Cartridge, square taper","Tektro HD-R280 hydraulic disc, 160mm rotors",Tektro hydraulic disc,"Sealed Alloy Disc, QR","Sealed Alloy Disc, QR","Cannondale Disc, double wall w/eyelet, 32h","Stainless Steel, 14g",35,700c,"Schwalbe Spicer, 700x35c, K-Guard, reflective strip","Schwalbe Spicer, 700x35c, K-Guard, reflective strip","Schwalbe Spicer, 700x35c, K-Guard, reflective strip","6061 Alloy Double-butted, 25mm rise, 8° sweep, 6° rise, 640mm","Cannondale 3 with Intellimount, Alloy, 31.8mm clamp","Cannondale Ergo Fitness Dual Density, lock-on",Cannondale Fitness Ergo Double Density,"6061 Alloy, 27.2x350mm",Cannondale Wheel Sensor,,/-/media/images/my20/bikes/active/fitness/quick/pb_quick_mg_6363_itw.ashx,,WARNING - INGESTION HAZARD: This product contains a button cell or coin battery. DEATH or serious injury can occur if ingested. A swallowed button cell or coin battery can cause Internal Chemical Burns in as little as 2 hours. KEEP new and used batteries OUT OF REACH OF CHILDREN. Seek immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,,,,,,,Disc
Quick,Quick 4,$740,Green,C31400M,"SmartForm C3 Alloy, SAVE, tapered head tube, Straightshot hidden cable routing, flat mount disc, rack/fender mounts, 360° reflectivity                                                                                            

SAVE
Tapered head tube
Straightshot hidden cable routing
Flat mount disc
Rack/fender mounts
360° reflectivity","Steel blades, 1-1/8"" steerer, OutFront offset, flat mount disc, mid-blade mounts","FSA Sealed Bearing, integrated, 1-1/8""",microSHIFT Advent,,"microSHIFT Advent, 9-speed","KMC Z9, 9-speed","Prowheel, 38T","microSHIFT, 11-42, 9-speed","Cartridge, square taper","Tektro HD-R280 hydraulic disc, 160mm rotors",Tektro hydraulic disc,"Sealed Alloy Disc, QR","Sealed Alloy Disc, QR","Cannondale Disc, double wall w/eyelet, 32h","Stainless steel, 14g",35,700c,"Schwalbe Spicer, 700x35c, K-Guard, reflective strip","Schwalbe Spicer, 700x35c, K-Guard, reflective strip","Schwalbe Spicer, 700x35c, K-Guard, reflective strip","6061 Alloy Double-butted, 25mm rise, 8° sweep, 6° rise, 640mm","Cannondale 3 with Intellimount, Alloy, 31.8mm clamp","Cannondale Ergo Fitness Dual Density, Lock-On",Cannondale Fitness Ergo Double Density,"6061 Alloy, 27.2x350mm",Cannondale Wheel Sensor,,/-/media/images/my20/bikes/active/fitness/quick/pb_quick_mg_6363_itw.ashx,,WARNING - INGESTION HAZARD: This product contains a button cell or coin battery. DEATH or serious injury can occur if ingested. A swallowed button cell or coin battery can cause Internal Chemical Burns in as little as 2 hours. KEEP new and used batteries OUT OF REACH OF CHILDREN. Seek immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,,,,,,,Disc
Quick CX,Quick CX Women's 3,$725,Emerald,C31351F,"SmartForm C3 Alloy, SAVE, tapered head tube, Straightshot hidden cable routing, flat mount disc, rack/fender mounts, 360° reflectivity","Suntour NEX-E25, 63mm, coil, lockout, custom crown","Semi-Integrated, Tapered",Shimano Acera,"Shimano Tourney, 31.8mm clamp","Shimano ST-EF505, 8-speed","KMC X8, 8-speed","Shimano Tourney, 46/30","Sunrace, 11-34, 8-speed","Cartridge, square taper","(F) Tektro HD-T275 hydraulic disc, 160mm rotor / (R) Tektro HD-R280 hydraulic disc, 160mm rotor",Tektro hydraulic disc,"Alloy, Sealed, QR","Alloy, Sealed, QR","DC 4.0, double wall w/eyelet, 32h","Stainless Steel, 14g",40,700c,"Vittoria Terreno Dry, 700x40c, reflective strip","Vittoria Terreno Dry, 700x40c, reflective strip","Vittoria Terreno Dry, 700x40c, reflective strip","Cannondale Riser, 6061 Alloy, 25mm rise, 8° sweep, 6° rise, 660mm","Cannondale 3 with Intellimount, Alloy, 31.8mm clamp",Cannondale Dual-Density,Cannondale Fitness Ergo Double Density,"6061 Alloy, 27.2x350mm",Cannondale Wheel Sensor,,https://embed.widencdn.net/img/dorelrl/q4h6zqkr2y/800px@1x/C21_C31351F_Quick_CX_3_EMR_D8.jpg?color=e0f1ee&q=90,,WARNING - INGESTION HAZARD: This product contains a button cell or coin battery. DEATH or serious injury can occur if ingested. A swallowed button cell or coin battery can cause Internal Chemical Burns in as little as 2 hours. KEEP new and used batteries OUT OF REACH OF CHILDREN. Seek immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,,,,,,,Disc
Quick CX,Quick CX 3,$725$910,Slate Gray,C31351M,"SmartForm C3 Alloy, SAVE, tapered head tube, Straightshot hidden cable routing, flat mount disc, rack/fender mounts, 360° reflectivity","Suntour NEX-E25, 63mm, coil, lockout, custom crown","Semi-Integrated, Tapered",Shimano Acera,"Shimano Tourney, 31.8mm clamp","Shimano ST-EF505, 8-speed","KMC X8, 8-speed","Shimano Tourney, 46/30","Sunrace, 11-34, 8-speed","Cartridge, square taper","(F) Tektro HD-T275 hydraulic disc, 160mm rotor / (R) Tektro HD-R280 hydraulic disc, 160mm rotor",Tektro hydraulic disc,"Alloy, Sealed, QR","Alloy, Sealed, QR","DC 4.0, double wall w/eyelet, 32h","Stainless Steel, 14g",40,700c,"Vittoria Terreno Dry, 700x40c, reflective strip","Vittoria Terreno Dry, 700x40c, reflective strip","Vittoria Terreno Dry, 700x40c, reflective strip","Cannondale Riser, 6061 Alloy, 25mm rise, 8° sweep, 6° rise, 700mm","Cannondale 3 with Intellimount, Alloy, 31.8mm clamp",Cannondale Dual-Density,Cannondale Fitness Ergo Double Density,"6061 Alloy, 27.2x350mm",Cannondale Wheel Sensor,,https://embed.widencdn.net/img/dorelrl/ep326pn1ni/800px@1x/C21_C31351M_Quick_CX_3_SLT_D8.jpg?color=fafafa&q=90,,WARNING - INGESTION HAZARD: This product contains a button cell or coin battery. DEATH or serious injury can occur if ingested. A swallowed button cell or coin battery can cause Internal Chemical Burns in as little as 2 hours. KEEP new and used batteries OUT OF REACH OF CHILDREN. Seek immediate medical attention if a battery is suspected to be swallowed or inserted inside any part of the body.,,,,,,,Disc
